id	filename	md5	size	state
0f3fce2b-bc38-4049-be6f-2750b970c8a2	a276b334-6a55-47eb-b707-3b75d0304e63_gdc_realn_rehead.bam	bce5947244f1b6eaa455d5a66e961e44	9900113199	released
4e9c6e86-be81-4442-934f-af63b25c6614	822e613b-6dc5-4309-a807-05ef9bfbc66e_gdc_realn_rehead.bam	db0c502d6abbf2a7075c0ed9f6c0755e	12343247979	released
af70fa22-012e-457d-8370-9f7b8abf3109	ecad90d3-43c4-4190-894e-3b083036dad4_gdc_realn_rehead.bam	3a264267423afadd2f0b2158e7735967	8846171078	released
815f05c5-b23f-4480-8045-221b6b1c74d1	492ef759-a33e-4b20-b0f1-18a551e11b1c_gdc_realn_rehead.bam	8546099fcf85eb2b1c9093f44b61453f	11452694317	released
d3b01263-7e9d-4919-93de-156b11fe665e	b8d8a075-fe40-4c7d-a42a-bda1f6080a30_gdc_realn_rehead.bam	7af2753ceea5285dddcac61965d097fc	10371929816	released
885e2764-3c59-4631-89fb-504cbd4c861d	e0ddac88-c49a-4ab2-a2f2-5fe3799bd97e_gdc_realn_rehead.bam	51982cbd69c5a03f120b0271d59f7cab	9893034626	released
4ceb0009-f6ba-45bc-8ca5-e764a2348729	a1b34887-c5f7-4be4-86a1-aeb928e60c42_gdc_realn_rehead.bam	d785711a11960a299e08155f771e975f	8730029458	released
b6d71c35-387f-48a1-b462-95a3bc201b72	72544ec4-8bcd-41ea-af19-71a9b14df122_gdc_realn_rehead.bam	e3bd6a7073966e47f19bcb442891cb8d	11010577066	released
ea08252d-394a-43f2-b922-ac412d50011e	18b748f6-e937-4d57-9b6c-3c3f28f82c79_gdc_realn_rehead.bam	8ee1768699bfdca7d3f706ad2fc741f8	11328281989	released
bb39b827-c4f4-4d13-88cb-01f258d06843	cf83d3ed-12b5-4ff0-9f18-af066c54b6f4_gdc_realn_rehead.bam	d6be345dd8ea7156f9ba658e29346a71	8947637635	released
685338e0-6ce1-4ea3-b860-d162ea82a117	e3e93056-baa8-4902-bd50-d172632cf1f6_gdc_realn_rehead.bam	676d71a040ba296b5ce77d7b2120ff22	11034312195	released
24114217-96a6-4cb7-bb52-7b63573cd716	2d2fa84d-c205-415f-9d35-e9719a6fd98f_gdc_realn_rehead.bam	79a3c5df9e312d8eb7f3fafd4e6523d1	10647593778	released
0f3b5d2f-5a41-44ca-9790-ada89ea9c405	9c2a9555-cb79-4292-b256-31bf0abb1c5b_gdc_realn_rehead.bam	f2626ac67144cbf87e30a66e2efc60ff	9729682215	released
dc0a78fa-cc9a-4741-aee1-7cec162da57e	c967f25f-9bb8-41b6-9792-8340334047d7_gdc_realn_rehead.bam	8e291bd352d84088c69b6a935bf0155f	9941921803	released
046dc147-c05b-473a-8557-279b65b5b871	f0607c6a-93e4-44f1-ae29-570ac13bada3_gdc_realn_rehead.bam	c47da26a2aba98b16fd7c90c13bbc2e5	10108080245	released
6b416e9e-ec48-4341-a9ee-13f1513afab9	4e3b1d39-bb97-4eb2-a3ac-05972163f13c_gdc_realn_rehead.bam	d7f10c427ee1fef4f55bf9a776464c1e	11225498126	released
a45dcd17-c3a4-4196-839a-4b79daf3fe4c	86753e16-adc8-4992-a873-7a3bfa1d2600_gdc_realn_rehead.bam	a9f596ae1702004bf491da32d6961ca6	11919949198	released
7b43b921-0a8b-46d3-9ab4-91cde851b6f7	ed9ce158-cfb4-4a75-a4a6-1bf5a1e9a543_gdc_realn_rehead.bam	b56b55b9e91994a1be49e9c2532c4eea	12226697310	released
5a4c8bfd-dcd0-4ab9-af63-e3ec8a885175	5513e573-0594-4b1f-80c4-8450086a6337_gdc_realn_rehead.bam	e154b940cfda5f33e66803fd0781394e	10458291341	released
dc5dd9bb-8571-48b7-8535-26eeec64faa9	fddd420e-1b94-4b88-993e-355291d8d74a_gdc_realn_rehead.bam	3218d630f398aa953e0869bf84176838	12011070785	released
670d6825-2ed5-49a6-861f-9a43a4ea63d9	fabdb2b7-2e32-42bc-aa6d-20cfefaa6ee3_gdc_realn_rehead.bam	560525531d2d3949c28fb430b6d63dd8	9812934021	released
b11fe86a-a888-4609-bde3-9e7a1b5d70fe	26be2fb8-f872-4105-82a4-f63f3597f461_gdc_realn_rehead.bam	ecb54df62621439b47e5367ebe84fe70	9529938324	released
eb9a1990-3d15-4d78-a118-2ba30df48ac2	67488c82-715d-4f6d-bbe8-43169ba1f4e6_gdc_realn_rehead.bam	056ae2109ad28067d710ed9318364414	9619181902	released
0a348c02-6822-4f30-950d-ca469689f5f0	fcec5010-c59b-4dbd-87bb-d4b3c63956ef_gdc_realn_rehead.bam	99f37ec0532aecb3c84d4604ad296bcb	11085846289	released
c0a3ec79-35c3-48ec-9973-4c5cf1ca61fa	c577383a-c659-4717-999a-042b20645d32_gdc_realn_rehead.bam	a024299885653952fa3bd2d7d1806065	11918005806	released
86254d9e-659c-48c8-bddb-dd7be7217007	b0f33953-380e-4840-a70d-4b5cab649bb0_gdc_realn_rehead.bam	27021fc679ee1689646932278ee283cf	8383893107	released
916f1c36-3c75-426a-9c28-f295e5d359b4	a288ce0e-2b96-4788-9d2b-92e83e6a0d40_gdc_realn_rehead.bam	9844b2f5762e3caa26cf2b66418774ca	7777877380	released
7c1a7e3b-62db-4ed2-8d4c-9d5fd7bb8448	5c04f1a0-a196-4e96-8394-12eb15df4e89_gdc_realn_rehead.bam	0c5367fcc0eff11c0aa4b732c61d8ed8	13396080729	released
b44ffe75-508f-49c6-8758-f5feeaebd0c4	4bd2bd42-ce09-4755-8725-70cb4a9d4f9a_gdc_realn_rehead.bam	57de1ff387f49363409d9bbdf5d62c79	10417269819	released
1ca3f11b-e359-403b-a22c-2e81ef8033e3	48271f49-4bbb-4b63-abcf-6c981a6383d1_gdc_realn_rehead.bam	4260d60a6d106030733d28efbd7db090	12326390473	released
13dd3e58-c6f7-416c-a515-e05ca17a8b67	976b653b-cbcf-4428-8371-5cfc45d8d5f6_gdc_realn_rehead.bam	9925989b1e30b2aab4beb84eabebc53c	11096674009	released
d2a0185d-b34f-4892-9c1f-b6204cc1187b	a088efbd-a97a-4ace-affc-2cf6e58eb266_gdc_realn_rehead.bam	4d54e7199d6010c5d7274f6e755b4160	12419306579	released
a50ad948-b240-491e-b5c1-bfe82cbb881a	d9218a68-50c9-4557-a53e-ff1835f1e68f_gdc_realn_rehead.bam	20e2f573a9f25ff00d64c1f3bbfa34fd	8344334945	released
6509be06-6014-498e-adaf-99b74ad64eaf	dc6da322-f307-4d57-8017-2402c75fefa2_gdc_realn_rehead.bam	eb70e66ca5a10e5cb5e5e8423f60bb93	9384920639	released
b1658330-28f0-4773-a05f-c7f62ed647f9	a1f01073-e300-4472-810f-48de209f0e26_gdc_realn_rehead.bam	14a30688e58aec8e500fb88f4eb19555	14035509926	released
ca7b9801-08d5-4072-913c-23aba0645145	33e402b4-9a88-45d7-a184-b109774e0003_gdc_realn_rehead.bam	7cdd94423fec9fe724d641deca13360f	15310783965	released
e72514f8-62a3-43b4-8d12-3409929f5e27	11da168f-9361-44cb-bc39-77614802fb73_gdc_realn_rehead.bam	583f591a0a2a0017874567ead077bd88	13275797576	released
7475c0d7-c776-48ae-aba6-b4c38692bf75	fe622e5b-335d-4775-801f-45fd21a18574_gdc_realn_rehead.bam	2d11cfd5873ba9c84de86cec322d27d5	9819896122	released
83b002c3-d42d-4461-b308-178406c777a4	79fb9497-3945-4e1d-bde0-a9b8f072b213_gdc_realn_rehead.bam	92719b6efb70ce3d9392f35abb155fb4	12160790228	released
0cdb9c14-129e-4aad-b518-cbc28dc7ffa3	af18be5a-ddcd-4247-9d56-dfe587b81f7a_gdc_realn_rehead.bam	84ab0143cc55325d2af7f0f3c22a00d1	11457506010	released
c133a961-598b-4885-b1ef-3e2d18306485	c0efacf5-acea-4071-87c2-72ff7982fb69_gdc_realn_rehead.bam	fc07748f9532d3520b7ff8cc62e7731e	11902257465	released
4af3bbe0-966f-4e9c-82f7-345219231ec1	2ae190b2-c39b-4466-ae47-cc9b3039c9b2_gdc_realn_rehead.bam	cd9e1e038f779aa935e2bf393cb03324	11230927642	released
0f129529-8b04-41bb-b847-9b6b1f21f00c	6de56922-7cb4-4b24-bda5-ec417509536e_gdc_realn_rehead.bam	1b09df54530c8879b4a6888748ab5e7e	6182893464	released
78ce2c0f-5040-4ce9-b0c0-6d1526eff7fb	75705250-49df-4ea7-ad7b-37acab0ca4c3_gdc_realn_rehead.bam	c3ef807baf5dcb3b14f466f75b793bce	9048212865	released
5318d857-38be-444c-9f90-eeefba8b3740	d4ec4331-81fc-4cea-8498-37baa7706291_gdc_realn_rehead.bam	6f107a2123de3c5c13f0beb4e241d02f	12469774721	released
4c162656-f5a7-4f77-b3a9-62460116255b	18f29516-5a4f-41ac-84ab-ff97f69b158a_gdc_realn_rehead.bam	f6f570e8b8e35aaf6f08e4c69caed8ad	11181253877	released
957893c5-e4c7-4d35-8cf9-67827f69a708	faceab45-4de0-4326-aad7-885f9cfa5d2c_gdc_realn_rehead.bam	3fbdc9eabfff6f86da968ac7dd56d0fc	7258156784	released
33a5d56f-56a2-4569-874e-ffacf48a9f22	04530eca-7cc6-413e-a706-d1c1f4919ce3_gdc_realn_rehead.bam	ba7f69973921b76d7a1abcc3b4fe6d33	10741222078	released
d220a16c-a4e6-4be6-b892-1e3388e3a8aa	11b57e74-e0fc-4e5a-8c1a-89ed122253ea_gdc_realn_rehead.bam	6faf0fdef52ed79591b6514c29665f33	8804224118	released
7737866a-811c-444b-beb9-655ca9670b02	14462afc-8c9e-4627-a8d6-4a64c0e6be43_gdc_realn_rehead.bam	5d9e0cf9cf047f9bf07096f8d9833215	9661924032	released
19c254a1-8f23-4e64-a615-161bc29731f2	bcbe7584-921c-425c-9a65-540c3079ce94_gdc_realn_rehead.bam	f561b1c03bf5ec714a1202edae04de0d	10534328973	released
5b91bc59-edb2-4f1b-97a7-47f5fcea2deb	5287c4c8-2822-4d5c-9e51-b648103af641_gdc_realn_rehead.bam	9e24ae38acdb8e1fc91d9fe6ad8028cf	10964793838	released
